card_id,expected_card_number,candidate_uk_qr_url,candidate_au_qr_url,observed_qr_payload,printed_year,edition_sku,box_article_or_ean,photo_qr,photo_year,observer,observed_at,second_checker,notes
235,00235,https://hitstergame.com/uk/aaaa0005/00235,https://hitstergame.com/au/aaah0001/00235,,,,,,,,,,
236,00236,https://hitstergame.com/uk/aaaa0005/00236,https://hitstergame.com/au/aaah0001/00236,,,,,,,,,,
237,00237,https://hitstergame.com/uk/aaaa0005/00237,https://hitstergame.com/au/aaah0001/00237,,,,,,,,,,
238,00238,https://hitstergame.com/uk/aaaa0005/00238,https://hitstergame.com/au/aaah0001/00238,,,,,,,,,,
239,00239,https://hitstergame.com/uk/aaaa0005/00239,https://hitstergame.com/au/aaah0001/00239,,,,,,,,,,
240,00240,https://hitstergame.com/uk/aaaa0005/00240,https://hitstergame.com/au/aaah0001/00240,,,,,,,,,,
241,00241,https://hitstergame.com/uk/aaaa0005/00241,https://hitstergame.com/au/aaah0001/00241,,,,,,,,,,
242,00242,https://hitstergame.com/uk/aaaa0005/00242,https://hitstergame.com/au/aaah0001/00242,,,,,,,,,,
243,00243,https://hitstergame.com/uk/aaaa0005/00243,https://hitstergame.com/au/aaah0001/00243,,,,,,,,,,
244,00244,https://hitstergame.com/uk/aaaa0005/00244,https://hitstergame.com/au/aaah0001/00244,,,,,,,,,,
245,00245,https://hitstergame.com/uk/aaaa0005/00245,https://hitstergame.com/au/aaah0001/00245,,,,,,,,,,
246,00246,https://hitstergame.com/uk/aaaa0005/00246,https://hitstergame.com/au/aaah0001/00246,,,,,,,,,,
247,00247,https://hitstergame.com/uk/aaaa0005/00247,https://hitstergame.com/au/aaah0001/00247,,,,,,,,,,
248,00248,https://hitstergame.com/uk/aaaa0005/00248,https://hitstergame.com/au/aaah0001/00248,,,,,,,,,,
249,00249,https://hitstergame.com/uk/aaaa0005/00249,https://hitstergame.com/au/aaah0001/00249,,,,,,,,,,
250,00250,https://hitstergame.com/uk/aaaa0005/00250,https://hitstergame.com/au/aaah0001/00250,,,,,,,,,,
251,00251,https://hitstergame.com/uk/aaaa0005/00251,https://hitstergame.com/au/aaah0001/00251,,,,,,,,,,
252,00252,https://hitstergame.com/uk/aaaa0005/00252,https://hitstergame.com/au/aaah0001/00252,,,,,,,,,,
253,00253,https://hitstergame.com/uk/aaaa0005/00253,https://hitstergame.com/au/aaah0001/00253,,,,,,,,,,
254,00254,https://hitstergame.com/uk/aaaa0005/00254,https://hitstergame.com/au/aaah0001/00254,,,,,,,,,,
255,00255,https://hitstergame.com/uk/aaaa0005/00255,https://hitstergame.com/au/aaah0001/00255,,,,,,,,,,
256,00256,https://hitstergame.com/uk/aaaa0005/00256,https://hitstergame.com/au/aaah0001/00256,,,,,,,,,,
257,00257,https://hitstergame.com/uk/aaaa0005/00257,https://hitstergame.com/au/aaah0001/00257,,,,,,,,,,
258,00258,https://hitstergame.com/uk/aaaa0005/00258,https://hitstergame.com/au/aaah0001/00258,,,,,,,,,,
259,00259,https://hitstergame.com/uk/aaaa0005/00259,https://hitstergame.com/au/aaah0001/00259,,,,,,,,,,
260,00260,https://hitstergame.com/uk/aaaa0005/00260,https://hitstergame.com/au/aaah0001/00260,,,,,,,,,,
261,00261,https://hitstergame.com/uk/aaaa0005/00261,https://hitstergame.com/au/aaah0001/00261,,,,,,,,,,
262,00262,https://hitstergame.com/uk/aaaa0005/00262,https://hitstergame.com/au/aaah0001/00262,,,,,,,,,,
263,00263,https://hitstergame.com/uk/aaaa0005/00263,https://hitstergame.com/au/aaah0001/00263,,,,,,,,,,
264,00264,https://hitstergame.com/uk/aaaa0005/00264,https://hitstergame.com/au/aaah0001/00264,,,,,,,,,,
265,00265,https://hitstergame.com/uk/aaaa0005/00265,https://hitstergame.com/au/aaah0001/00265,,,,,,,,,,
266,00266,https://hitstergame.com/uk/aaaa0005/00266,https://hitstergame.com/au/aaah0001/00266,,,,,,,,,,
267,00267,https://hitstergame.com/uk/aaaa0005/00267,https://hitstergame.com/au/aaah0001/00267,,,,,,,,,,
268,00268,https://hitstergame.com/uk/aaaa0005/00268,https://hitstergame.com/au/aaah0001/00268,,,,,,,,,,
269,00269,https://hitstergame.com/uk/aaaa0005/00269,https://hitstergame.com/au/aaah0001/00269,,,,,,,,,,
270,00270,https://hitstergame.com/uk/aaaa0005/00270,https://hitstergame.com/au/aaah0001/00270,,,,,,,,,,
271,00271,https://hitstergame.com/uk/aaaa0005/00271,https://hitstergame.com/au/aaah0001/00271,,,,,,,,,,
272,00272,https://hitstergame.com/uk/aaaa0005/00272,https://hitstergame.com/au/aaah0001/00272,,,,,,,,,,
273,00273,https://hitstergame.com/uk/aaaa0005/00273,https://hitstergame.com/au/aaah0001/00273,,,,,,,,,,
274,00274,https://hitstergame.com/uk/aaaa0005/00274,https://hitstergame.com/au/aaah0001/00274,,,,,,,,,,
275,00275,https://hitstergame.com/uk/aaaa0005/00275,https://hitstergame.com/au/aaah0001/00275,,,,,,,,,,
276,00276,https://hitstergame.com/uk/aaaa0005/00276,https://hitstergame.com/au/aaah0001/00276,,,,,,,,,,
277,00277,https://hitstergame.com/uk/aaaa0005/00277,https://hitstergame.com/au/aaah0001/00277,,,,,,,,,,
278,00278,https://hitstergame.com/uk/aaaa0005/00278,https://hitstergame.com/au/aaah0001/00278,,,,,,,,,,
279,00279,https://hitstergame.com/uk/aaaa0005/00279,https://hitstergame.com/au/aaah0001/00279,,,,,,,,,,
280,00280,https://hitstergame.com/uk/aaaa0005/00280,https://hitstergame.com/au/aaah0001/00280,,,,,,,,,,
281,00281,https://hitstergame.com/uk/aaaa0005/00281,https://hitstergame.com/au/aaah0001/00281,,,,,,,,,,
282,00282,https://hitstergame.com/uk/aaaa0005/00282,https://hitstergame.com/au/aaah0001/00282,,,,,,,,,,
283,00283,https://hitstergame.com/uk/aaaa0005/00283,https://hitstergame.com/au/aaah0001/00283,,,,,,,,,,
284,00284,https://hitstergame.com/uk/aaaa0005/00284,https://hitstergame.com/au/aaah0001/00284,,,,,,,,,,
285,00285,https://hitstergame.com/uk/aaaa0005/00285,https://hitstergame.com/au/aaah0001/00285,,,,,,,,,,
286,00286,https://hitstergame.com/uk/aaaa0005/00286,https://hitstergame.com/au/aaah0001/00286,,,,,,,,,,
287,00287,https://hitstergame.com/uk/aaaa0005/00287,https://hitstergame.com/au/aaah0001/00287,,,,,,,,,,
288,00288,https://hitstergame.com/uk/aaaa0005/00288,https://hitstergame.com/au/aaah0001/00288,,,,,,,,,,
289,00289,https://hitstergame.com/uk/aaaa0005/00289,https://hitstergame.com/au/aaah0001/00289,,,,,,,,,,
290,00290,https://hitstergame.com/uk/aaaa0005/00290,https://hitstergame.com/au/aaah0001/00290,,,,,,,,,,
291,00291,https://hitstergame.com/uk/aaaa0005/00291,https://hitstergame.com/au/aaah0001/00291,,,,,,,,,,
292,00292,https://hitstergame.com/uk/aaaa0005/00292,https://hitstergame.com/au/aaah0001/00292,,,,,,,,,,
293,00293,https://hitstergame.com/uk/aaaa0005/00293,https://hitstergame.com/au/aaah0001/00293,,,,,,,,,,
294,00294,https://hitstergame.com/uk/aaaa0005/00294,https://hitstergame.com/au/aaah0001/00294,,,,,,,,,,
295,00295,https://hitstergame.com/uk/aaaa0005/00295,https://hitstergame.com/au/aaah0001/00295,,,,,,,,,,
296,00296,https://hitstergame.com/uk/aaaa0005/00296,https://hitstergame.com/au/aaah0001/00296,,,,,,,,,,
297,00297,https://hitstergame.com/uk/aaaa0005/00297,https://hitstergame.com/au/aaah0001/00297,,,,,,,,,,
298,00298,https://hitstergame.com/uk/aaaa0005/00298,https://hitstergame.com/au/aaah0001/00298,,,,,,,,,,
299,00299,https://hitstergame.com/uk/aaaa0005/00299,https://hitstergame.com/au/aaah0001/00299,,,,,,,,,,
300,00300,https://hitstergame.com/uk/aaaa0005/00300,https://hitstergame.com/au/aaah0001/00300,,,,,,,,,,
301,00301,https://hitstergame.com/uk/aaaa0005/00301,https://hitstergame.com/au/aaah0001/00301,,,,,,,,,,
302,00302,https://hitstergame.com/uk/aaaa0005/00302,https://hitstergame.com/au/aaah0001/00302,,,,,,,,,,
303,00303,https://hitstergame.com/uk/aaaa0005/00303,https://hitstergame.com/au/aaah0001/00303,,,,,,,,,,
304,00304,https://hitstergame.com/uk/aaaa0005/00304,https://hitstergame.com/au/aaah0001/00304,,,,,,,,,,
305,00305,https://hitstergame.com/uk/aaaa0005/00305,https://hitstergame.com/au/aaah0001/00305,,,,,,,,,,
306,00306,https://hitstergame.com/uk/aaaa0005/00306,https://hitstergame.com/au/aaah0001/00306,,,,,,,,,,
307,00307,https://hitstergame.com/uk/aaaa0005/00307,https://hitstergame.com/au/aaah0001/00307,,,,,,,,,,
308,00308,https://hitstergame.com/uk/aaaa0005/00308,https://hitstergame.com/au/aaah0001/00308,,,,,,,,,,
